what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748123624
opened,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748124050
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748124147
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748125502
opened,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748125919
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748125949
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748127641
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748127947
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748134827
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748135100
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748142823
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1412748143119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412748274199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748275789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748305586
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1412748358807
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1412748364193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748427725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748491079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748492658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748805058
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748809751
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748812006
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748812662
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748812982
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748813318
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748813622
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748813878
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748819981
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748820797
no handler,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.edit.text.folding.expand",1412748822061
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1412748829232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748840943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412748849867
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1412748850279
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748864773
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1412748865089
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412748903537
